Words missing example sentence (example_ro is empty)
Batch: 4
Rows: 500
Format: row|id|zh|ro|ipa|hint|cat|example_ro|example_zh
1615|5129|间歇性断食|post intermitent|pOst intermitEnt|s.n.: posturi intermitente|Agriculture||
1616|5130|急性病|boală acută|boAlă acUtă|s.f.: boli acute|Medicine||
1617|5131|慢性病|boală cronică|boAlă cronică|s.f.: boli cronice|Medicine||
1618|5132|退行性疾病|boală degenerativă|boAlă degenerAtivă|s.f.: boli degenerative|Medicine||
1619|5133|自身免疫病|boală autoimună|boAlă autoimUnă|s.f.: boli autoimune|Medicine||
1620|5134|代谢综合征|sindrom metabolic|sindrOm metabolIc|s.n.: sindroame metabolice|Medicine||
1621|5135|心血管疾病|boală cardiovasculară|boAlă cardiovasculAră|s.f.: boli cardiovasculare|Medicine||
1622|5136|脑卒中|accident vascular cerebral|accidEnt vasculAr cerebrAl|s.n.: accidente vasculare cerebrale|Medicine||
1623|5137|心肌梗死|infarct miocardic|infArct miocArdic|s.n.: infarcturi miocardice|Medicine||
1624|5138|心力衰竭|insuficiență cardiacă|insuficiEnță cardiacă|s.f.: insuficiențe cardiace|Medicine||
1625|5139|高血压|hipertensiune arterială|hipertEnsiUne arterIAlă|s.f.: hipertensiuni arteriale|Medicine||
1626|5140|动脉硬化|ateroscleroză|aterosclerOză|s.f.: ateroscleroze|Medicine||
1627|5141|慢性阻塞性肺病|boală pulmonară obstructivă cronică|boAlă pulmonAră obstructIvă cronică|s.f.: boli pulmonare obstructive cronice|Medicine||
1628|5142|哮喘|astm bronșic|Astm bronșIc|s.n.: astmuri bronșice|Medicine||
1629|5143|过敏性疾病|boală alergică|boAlă alErgică|s.f.: boli alergice|Medicine||
1630|5144|炎症性肠病|boală inflamatorie intestinală|boAlă inflamatOrIe intestinAlă|s.f.: boli inflamatorii intestinale|Medicine||
1631|5145|肝硬化|ciroză hepatică|cirOză hepatică|s.f.: ciroze hepatice|Medicine||
1632|5146|肾功能衰竭|insuficiență renală|insuficiEnță renAlă|s.f.: insuficiențe renale|Medicine||
1633|5147|帕金森病|boala Parkinson|boAla parkinsOn|s.f.: (fără plural)|Medicine||
1634|5148|阿尔茨海默症|boala Alzheimer|boAla alzheimEr|s.f.: (fără plural)|Medicine||
1635|5149|多发性硬化|scleroză multiplă|sclerOză mUltiplă|s.f.: (fără plural)|Medicine||
1636|5150|癫痫|epilepsie|epilepsIe|s.f.: epilepsii|Medicine||
1637|5151|抑郁症|depresie|depresIe|s.f.: depresii|Medicine||
1638|5152|焦虑症|anxietate|anxietAte|s.f.: anxietăți|Medicine||
1639|5153|精神分裂症|schizofrenie|schizofrenIe|s.f.: schizofrenii|Medicine||
1640|5154|双相情感障碍|tulburare bipolară|tulburAre bipolAră|s.f.: tulburări bipolare|Medicine||
1641|5155|创伤后应激障碍|tulburare de stres posttraumatic|tulburAre de strEs posttraumAtic|s.f.: tulburări de stres posttraumatic|Medicine||
1642|5156|强迫症|tulburare obsesiv-compulsivă|tulburAre obsesIv-compulsIvă|s.f.: tulburări obsesiv-compulsive|Medicine||
1643|5157|进食障碍|tulburare de alimentație|tulburAre de alimentAție|s.f.: tulburări de alimentație|Medicine||
1644|5158|物质依赖|dependență de substanțe|dependEnță de substAnțe|s.f.: dependențe de substanțe|Medicine||
1645|5159|酒精依赖|alcoolism|alcoolIsm|s.n.: (fără plural)|Medicine||
1646|5160|阿片类药物危机|criza opioidelor|crIza opiOIdelor|s.f.: (fără plural)|Medicine||
1647|5161|心理健康|sănătate mintală|sănătAte mIntală|s.f.: (fără plural)|Medicine||
1648|5162|心理弹性|reziliență|reziliEnță|s.f.: reziliențe|Medicine||
1649|5163|正念|mindfulness|mIndfulness|s.n.: (fără plural)|Medicine||
1650|5164|冥想疗法|meditație terapeutică|meditAție terapEutică|s.f.: meditații terapeutice|Medicine||
1651|5165|孙子兵法|Arta Războiului|Arta răzbOiului|s.f.: (fără plural)|Military Science||
1652|5166|克劳塞维茨|Clausewitz|clAusEwitz|s.m.: (fără plural)|Military Science||
1653|5167|战争迷雾|ceața războiului|cEața răzbOiului|s.f.: (fără plural)|Military Science||
1654|5168|摩擦力|fricțiune|fricțiUne|s.f.: fricțiuni|Military Science||
1655|5169|战斗力|putere de luptă|putEre de lUptă|s.f.: (fără plural)|Military Science||
1656|5170|作战节奏|ritm operațional|rItm operaționAl|s.n.: ritmuri operaționale|Military Science||
1657|5171|指挥与控制|comandă și control|comAndă și contrOl|s.f.: (fără plural)|Military Science||
1658|5172|任务指挥|comandă prin misiune|comAndă prIn MisiUne|s.f.: (fără plural)|Military Science||
1659|5173|联合作战|operațiuni comune|operațiUni comUne|s.f.pl.: operațiuni comune|Military Science||
1660|5174|多域作战|operațiuni în domenii multiple|operațiUni în domEnii mUltiple|s.f.pl.: (fără plural)|Military Science||
1661|5175|灰色地带冲突|conflict în zona gri|conflIct în zOna grI|s.n.: conflicte în zona gri|Military Science||
1662|5176|阈下战争|război subbelic|răzbOi subbelIc|s.n.: (fără plural)|Military Science||
1663|5177|强制外交|diplomație coercitivă|diplomAție coercItivă|s.f.: (fără plural)|Military Science||
1664|5178|威慑理论|teoria descurajării|teorIa descurajării|s.f.: (fără plural)|Military Science||
1665|5179|核三位一体|triada nucleară|triAda nucleAră|s.f.: (fără plural)|Military Science||
1666|5180|第一次打击|primul atac|prImul atAc|s.n.: (fără plural)|Military Science||
1667|5181|相互确保毁灭|distrugere reciprocă garantată|distrUgere reciprocă garantAtă|s.f.: (fără plural)|Military Science||
1668|5182|战略稳定性|stabilitate strategică|stabilitAte stratEgică|s.f.: stabilități strategice|Military Science||
1669|5183|军备竞赛|cursă a înarmărilor|cUrsă a înarmărilor|s.f.: curse ale înarmărilor|Military Science||
1670|5184|安全困境|dilema securității|dilEma securItății|s.f.: dileme ale securității|Military Science||
1671|5185|集体安全|securitate colectivă|securitAte colectIvă|s.f.: (fără plural)|Military Science||
1672|5186|共同防御|apărare comună|apărAre comUnă|s.f.: (fără plural)|Military Science||
1673|5187|前沿部署|desfășurare înaintată|desfășurAre înaintAtă|s.f.: desfășurări înaintate|Military Science||
1674|5188|战略纵深|adâncime strategică|adâncIme stratEgică|s.f.: adâncimi strategice|Military Science||
1675|5189|战略包围|încercuire strategică|încercuIre stratEgică|s.f.: încercuiri strategice|Military Science||
1676|5190|蓝海战略|strategie oceanul albastru|strategIe oceAnul albAstru|s.f.: strategii oceanul albastru|Management||
1677|5191|红海战略|strategie oceanul roșu|strategIe oceAnul rOșu|s.f.: strategii oceanul roșu|Management||
1678|5192|波特五力|cele cinci forțe ale lui Porter|cEle cInci fOrțe ale lui pOrter|s.f.pl.: (fără plural)|Management||
1679|5193|价值链分析|analiza lanțului valoric|analIza lAnțului valorIc|s.f.: analize ale lanțului valoric|Management||
1680|5194|SWOT分析|analiză SWOT|analIză swOt|s.f.: analize SWOT|Management||
1681|5195|PESTLE分析|analiză PESTLE|analIză pEstle|s.f.: analize PESTLE|Management||
1682|5196|波士顿矩阵|matricea BCG|matrIcea b-c-g|s.f.: matrici BCG|Management||
1683|5197|安索夫矩阵|matricea Ansoff|matrIcea Ansoff|s.f.: matrici Ansoff|Management||
1684|5198|麦肯锡7S框架|cadrul 7S McKinsey|cAdrul 7S McKInsey|s.n.: cadre 7S McKinsey|Management||
1685|5200|商业模式画布|canvas pentru modelul de afaceri|cAnvas pentru modElul de afAceri|s.n.: canvasuri pentru modelul de afaceri|Management||
1686|5201|精益创业|startup lean|stArtup lEan|s.n.: startupuri lean|Management||
1687|5202|设计思维|design thinking|desIgn thInking|s.n.: (fără plural)|Management||
1688|5203|蓝图思维|gândire sistemică|gândIre sistEmică|s.f.: (fără plural)|Management||
1689|5204|敏捷方法论|metodologie agilă|metodologIe agilă|s.f.: metodologii agile|Management||
1690|5205|斯克拉姆|Scrum|scrUm|s.n.: (fără plural)|Management||
1691|5206|看板方法|metodă Kanban|metOdă kAnban|s.f.: metode Kanban|Management||
1692|5207|极限编程|programare extremă|programAre extremă|s.f.: (fără plural)|Management||
1693|5208|持续交付|livrare continuă|livrAre contInuă|s.f.: livrări continue|Management||
1694|5209|DevOps|DevOps|devOps|s.n.: (fără plural)|Management||
1695|5210|价值流映射|cartografiere a fluxului de valoare|cartografIere a fluxUlui de valOAre|s.f.: cartografieri ale fluxului de valoare|Management||
1696|5211|根本原因分析|analiză a cauzei principale|analIză a cAuzei principAle|s.f.: analize ale cauzei principale|Management||
1697|5212|鱼骨图|diagrama Ishikawa|diagrAma ishikAwa|s.f.: diagrame Ishikawa|Management||
1698|5213|帕累托分析|analiza Pareto|analIza parEto|s.f.: analize Pareto|Management||
1699|5214|5Why分析|analiza celor 5 De ce|analIza cElor 5 de cE|s.f.: analize ale celor 5 De ce|Management||
1700|5215|希腊古典艺术|artă clasică greacă|Artă clasică greacă|s.f.: arte clasice grecești|Art||
1701|5216|罗马艺术|artă romană|Artă romAnă|s.f.: arte romane|Art||
1702|5217|拜占庭艺术|artă bizantină|Artă bizantInă|s.f.: arte bizantine|Art||
1703|5218|哥特式艺术|artă gotică|Artă gotică|s.f.: arte gotice|Art||
1704|5219|伊斯兰艺术|artă islamică|Artă islAmică|s.f.: arte islamice|Art||
1705|5220|东方艺术|artă orientală|Artă orientAlă|s.f.: arte orientale|Art||
1706|5221|中国画|pictură chineză|pictUră chinEză|s.f.: picturi chinezești|Art||
1707|5222|日本浮世绘|ukiyo-e|UkIyo-e|s.n.: (fără plural)|Art||
1708|5223|非洲艺术|artă africană|Artă africAnă|s.f.: arte africane|Art||
1709|5224|土著艺术|artă indigenă|Artă indigenă|s.f.: arte indigene|Art||
1710|5225|拉丁美洲艺术|artă latino-americană|Artă latino-americAnă|s.f.: arte latino-americane|Art||
1711|5226|现代艺术|artă modernă|Artă modErnă|s.f.: arte moderne|Art||
1712|5227|当代艺术|artă contemporană|Artă contemporAnă|s.f.: arte contemporane|Art||
1713|5228|新媒体艺术|artă media nouă|Artă mEdia nOuă|s.f.: arte media noi|Art||
1714|5229|声音艺术|artă sonoră|Artă sonOră|s.f.: arte sonore|Art||
1715|5230|视频艺术|video art|vIdeo Art|s.n.: (fără plural)|Art||
1716|5231|网络艺术|net art|nEt Art|s.n.: (fără plural)|Art||
1717|5232|生成艺术|artă generativă|Artă generatIvă|s.f.: arte generative|Art||
1718|5233|沉浸式艺术|artă imersivă|Artă imersIvă|s.f.: arte imersive|Art||
1719|5234|参与式艺术|artă participativă|Artă participatIvă|s.f.: arte participative|Art||
1720|5235|关系美学|estetică relațională|estEtică relațională|s.f.: estetici relaționale|Art||
1721|5236|情境主义|situaționism|situaționIsm|s.n.: (fără plural)|Art||
1722|5237|跨媒介艺术|artă transmedia|Artă transmEdia|s.f.: arte transmedia|Art||
1723|5238|混合现实艺术|artă în realitate mixtă|Artă în realitAte mIxtă|s.f.: arte în realitate mixtă|Art||
1724|5239|艺术与科技|artă și tehnologie|Artă și tehnologIe|s.f.: (fără plural)|Art||
1725|5241|午餐|prânz|prÂnz|s.n.: prânzuri|Daily Life||
1726|5242|晚餐|cină|cInă|s.f.: cine|Daily Life||
1727|5243|零食|gustare|gustAre|s.f.: gustări|Daily Life||
1728|5244|甜点|desert|desErt|s.n.: deserturi|Daily Life||
1729|5245|开胃菜|aperitiv|aperitIv|s.n.: aperitive|Daily Life||
1730|5246|主菜|fel principal|fEl principAl|s.n.: feluri principale|Daily Life||
1731|5248|沙拉|salată|salAtă|s.f.: salate|Daily Life||
1732|5249|三明治|sandviș|sAndviș|s.n.: sandvișuri|Daily Life||
1733|5250|披萨|pizza|pIzza|s.f.: pizze|Daily Life||
1734|5251|汉堡|burger|bUrger|s.n.: burgeri|Daily Life||
1735|5252|寿司|sushi|sUshi|s.n.: (fără plural)|Daily Life||
1736|5253|饺子|găluște|gălUște|s.f.pl.: găluște|Daily Life||
1737|5254|面条|tăiței|tăițEi|s.m.pl.: tăiței|Daily Life||
1738|5255|米饭|orez fiert|orEz fiErt|s.n.: (fără plural)|Daily Life||
1739|5256|烧烤|grătar|grătAr|s.n.: grătare|Daily Life||
1740|5257|火锅（瑞士奶酪/巧克力）|fondue|fondUe|s.n.: (fără plural)|Daily Life||
1741|5258|冰淇淋|înghețată|înghețAtă|s.f.: înghețate|Daily Life||
1742|5259|蛋糕|tort|tOrt|s.n.: torturi|Daily Life||
1743|5260|饼干|biscuit|biscuIt|s.m.: biscuiți|Daily Life||
1744|5261|巧克力|ciocolată|ciocolAtă|s.f.: ciocolate|Daily Life||
1745|5262|果汁|suc de fructe|sUc de frUcte|s.n.: sucuri de fructe|Daily Life||
1746|5263|气泡水|apă minerală|Apă minerAlă|s.f.: ape minerale|Daily Life||
1747|5264|啤酒|bere|bEre|s.f.: beri|Daily Life||
1748|5267|好的|bun|bUn|adj: bună / buni / bune|Philosophy||
1749|5269|对的|corect|corEct|adj: corectă / corecți / corecte|Philosophy||
1750|5270|错的|greșit|grEșit|adj: greșită / greșiți / greșite|Philosophy||
1751|5271|重要的|important|importAnt|adj: importantă / importanți / importante|Philosophy||
1752|5272|真实的|adevărat|adevărAt|adj: adevărată / adevărați / adevărate|Philosophy||
1753|5274|相同的|același|acElași|adj: aceeași / aceiași / aceleași|Philosophy||
1754|5275|不同的|diferit|diferIt|adj: diferită / diferiți / diferite|Philosophy||
1755|5276|简单的|simplu|sImplu|adj: simplă / simpli / simple|Philosophy||
1756|5277|复杂的|complex|complEx|adj: complexă / complecși / complexe|Philosophy||
1757|5278|可能的|posibil|posIbil|adj: posibilă / posibili / posibile|Philosophy||
1758|5279|不可能的|imposibil|imposIbil|adj: imposibilă / imposibili / imposibile|Philosophy||
1759|5280|必要的|necesar|necEsar|adj: necesară / necesari / necesare|Philosophy||
1760|5281|自由的|liber|lIber|adj: liberă / liberi / libere|Philosophy||
1761|5282|便宜的|ieftin|iEftin|adj: ieftină / ieftini / ieftine|Economics||
1762|5283|贵的|scump|scUmp|adj: scumpă / scumpi / scumpe|Economics||
1763|5285|收据|bon|bOn|s.n.: bonuri|Economics||
1764|5287|零钱|monede|monEde|s.f.pl.: monede|Economics||
1765|5288|钱包|portofel|portofEl|s.n.: portofele|Economics||
1766|5289|账单|factură|fActură|s.f.: facturi|Economics||
1767|5290|现金|numerar|numerAr|s.n.: (fără plural)|Economics||
1768|5292|自动取款机|bancomat|bancomAt|s.n.: bancomate|Economics||
1769|5293|转账|transfer bancar|transfEr bancAr|s.n.: transferuri bancare|Economics||
1770|5294|账户|cont|cOnt|s.n.: conturi|Economics||
1771|5295|存款|depozit|depOzit|s.n.: depozite|Economics||
1772|5296|汇款|remitență|remitEnță|s.f.: remitențe|Economics||
1773|5297|规则|regulă|rEgulă|s.f.: reguli|Law||
1774|5299|禁止|interdicție|interdicție|s.f.: interdicții|Law||
1775|5300|允许|permisiune|permisiUne|s.f.: permisiuni|Law||
1776|5304|签名|semnătură|semnătUră|s.f.: semnături|Law||
1777|5306|身份证|carte de identitate|cArte de identitAte|s.f.: cărți de identitate|Law||
1778|5309|警察|polițist|polițIst|s.m.: polițiști|Law||
1779|5310|盗窃|furt|fUrt|s.n.: furturi|Law||
1780|5311|投诉|reclamație|reclamAție|s.f.: reclamații|Law||
1781|5312|铅笔|creion|crEion|s.n.: creioane|Education||
1782|5313|橡皮|radieră|radiEră|s.f.: radiere|Education||
1783|5314|尺子|riglă|rIglă|s.f.: rigle|Education||
1784|5315|书包|ghiozdan|ghiozdAn|s.n.: ghiozdane|Education||
1785|5319|课堂|clasă|clAsă|s.f.: clase|Education||
1786|5320|课程|lecție|lEcție|s.f.: lecții|Education||
1787|5321|问题|întrebare|întrebAre|s.f.: întrebări|Education||
1788|5322|答案|răspuns|răspUns|s.n.: răspunsuri|Education||
1789|5323|错误|greșeală|grEșeală|s.f.: greșeli|Education||
1790|5328|结局|final|finAl|s.n.: finale|Literature||
1791|5329|开头|început|începUt|s.n.: începuturi|Literature||
1792|5330|中间|mijloc|mIjloc|s.n.: mijloace|Literature||
1793|5332|英雄|erou|erOu|s.m.: eroi|Literature||
1794|5333|反派|răufăcător|răufăcătOr|s.m.: răufăcători|Literature||
1795|5336|描述|descriere|descriEre|s.f.: descrieri|Literature||
1796|5338|页码|pagină|pAgină|s.f.: pagini|Literature||
1797|5340|标题|titlu|tItlu|s.n.: titluri|Literature||
1798|5341|封面|copertă|copErtă|s.f.: coperți|Literature||
1799|5342|过去|trecut|trEcut|s.n.: (fără plural)|History||
1800|5343|现在|prezent|prezEnt|s.n.: (fără plural)|History||
1801|5344|未来|viitor|viitOr|s.n.: (fără plural)|History||
1802|5345|古代的|antic|Antic|adj: antică / antici / antice|History||
