Words missing example sentence (example_ro is empty)
Batch: 2
Rows: 500
Format: row|id|zh|ro|ipa|hint|cat|example_ro|example_zh
567|4040|古文明|civilizație antică|civilizAție Antică|s.f.: civilizații antice|History||
568|4041|考古遗址|sit arheologic|sIt arheologIc|s.n.: situri arheologice|History||
569|4042|石器时代|epoca de piatră|Epoca de piAtră|s.f.: (fără plural)|History||
570|4043|青铜时代|epoca bronzului|Epoca brOnzului|s.f.: (fără plural)|History||
571|4044|铁器时代|epoca fierului|Epoca fiErului|s.f.: (fără plural)|History||
572|4045|古罗马|Roma Antică|rOma Antică|s.f.: (fără plural)|History||
573|4046|中世纪骑士|cavaler medieval|cavalEr medievAl|s.m.: cavaleri medievali|History||
574|4047|十字军东征|cruciadă|cruciAdă|s.f.: cruciade|History||
575|4048|奥斯曼帝国|Imperiul Otoman|impEriul otomAn|s.n.: (fără plural)|History||
576|4049|工业化|industrializare|industrializAre|s.f.: (fără plural)|History||
577|4050|城市化|urbanizare|urbanizAre|s.f.: (fără plural)|History||
578|4051|移民|emigrare|emigrAre|s.f.: emigrări|History||
579|4052|殖民者|colonist|colonIst|s.m.: coloniști|History||
580|4053|弦理论|teoria corzilor|teorIa cOrzilor|s.f.: (fără plural)|Science||
581|4054|暗物质|materie întunecată|matErie întunecAtă|s.f.: (fără plural)|Science||
582|4055|暗能量|energIe întunecată|energIe întunecAtă|s.f.: (fără plural)|Science||
583|4056|超导体|supraconductor|supraconductOr|s.n.: supraconductoare|Science||
584|4057|纳米技术|nanotehnologie|nanotehnologIe|s.f.: nanotehnologii|Science||
585|4058|热力学|termodinamică|termodinAmică|s.f.: (fără plural)|Science||
586|4059|电磁学|electromagnetism|electromagnetIsm|s.n.: (fără plural)|Science||
587|4060|流体力学|mecanică fluidelor|mecAnică flUidelor|s.f.: (fără plural)|Science||
588|4061|光学|optică|Optică|s.f.: (fără plural)|Science||
589|4062|声学|acustică|acUstică|s.f.: (fără plural)|Science||
590|4063|核物理|fizică nucleară|fIzică nucleAră|s.f.: (fără plural)|Science||
591|4064|地球物理|geofizică|geofIzică|s.f.: (fără plural)|Science||
592|4065|气候变化|schimbare climatică|schimbAre climAtică|s.f.: schimbări climatice|Science||
593|4066|可再生能源|energie regenerabilă|energIe regenerAbilă|s.f.: energii regenerabile|Science||
594|4067|航空航天|aerospațial|aerospațiAl|adj: aerospațială / aerospațiali / aerospațiale|Engineering||
595|4068|核能|energie nucleară|energIe nucleAră|s.f.: (fără plural)|Engineering||
596|4069|太阳能|energie solară|energIe solAră|s.f.: (fără plural)|Engineering||
597|4070|风能|energie eoliană|energIe eoliAnă|s.f.: (fără plural)|Engineering||
598|4071|水力发电|hidroenergie|hidroenergIe|s.f.: (fără plural)|Engineering||
599|4072|生物燃料|biocombustibil|biocombustIbil|s.n.: biocombustibili|Engineering||
600|4073|3D打印|imprimare 3D|imprimAre 3D|s.f.: imprimări 3D|Engineering||
601|4074|增强现实|realitate augmentată|realitAte augmentAtă|s.f.: (fără plural)|Engineering||
602|4075|虚拟现实|realitate virtuală|realitAte virtuAlă|s.f.: (fără plural)|Engineering||
603|4076|云计算|cloud computing|clOud compUting|s.n.: (fără plural)|Engineering||
604|4077|大数据|date masive|dAte masIve|s.f.pl.: date masive|Engineering||
605|4078|区块链|blockchain|blockchain|s.n.: (fără plural)|Engineering||
606|4079|网络安全|securitate cibernetică|securitAte cibernEtică|s.f.: (fără plural)|Engineering||
607|4080|嵌入式系统|sistem încorporat|sistEm încorporAt|s.n.: sisteme încorporate|Engineering||
608|4081|土地改革|reformă agrară|refOrmă agrAră|s.f.: reforme agrare|Agriculture||
609|4082|粮食安全|securitate alimentară|securitAte alimentAră|s.f.: (fără plural)|Agriculture||
610|4083|农业机械化|mecanizare agricolă|mecanizAre agrIcolă|s.f.: (fără plural)|Agriculture||
611|4084|水土保持|conservarea solului|conservArea sOlului|s.f.: (fără plural)|Agriculture||
612|4085|生物多样性|biodiversitate|biodiversitAte|s.f.: (fără plural)|Agriculture||
613|4086|可持续农业|agricultură durabilă|agricultUră durAbilă|s.f.: (fără plural)|Agriculture||
614|4087|精准农业|agricultură de precizie|agricultUră de precIzie|s.f.: (fără plural)|Agriculture||
615|4088|农产品|produs agricol|prodUs agrIcol|s.n.: produse agricole|Agriculture||
616|4089|合作社|cooperativă|cooperatIvă|s.f.: cooperative|Agriculture||
617|4090|种植园|plantație|plantAție|s.f.: plantații|Agriculture||
618|4093|玉米|porumb|porUmb|s.m.: (fără plural)|Agriculture||
619|4094|大豆|soia|sOia|s.f.: (fără plural)|Agriculture||
620|4095|基因工程|inginerie genetică|inginerIe genetică|s.f.: (fără plural)|Medicine||
621|4096|干细胞|celulă stem|celUlă stEm|s.f.: celule stem|Medicine||
622|4097|基因疗法|terapie genică|terapIe gEnică|s.f.: terapii genice|Medicine||
623|4098|免疫疗法|imunoterapie|imunoterapIe|s.f.: imunoterapii|Medicine||
624|4099|内分泌学|endocrinologie|endocrinologIe|s.f.: (fără plural)|Medicine||
625|4100|风湿病学|reumatologie|reumatologIe|s.f.: (fără plural)|Medicine||
626|4101|传染病|boală infecțioasă|boAlă infecțioAsă|s.f.: boli infecțioase|Medicine||
627|4102|公共卫生|sănătate publică|sănătAte pUblică|s.f.: (fără plural)|Medicine||
628|4103|医学伦理|etică medicală|Etică medicAlă|s.f.: etici medicale|Medicine||
629|4104|病历|fișă medicală|fIșă medicAlă|s.f.: fișe medicale|Medicine||
630|4105|体检|examen medical|exAmen medicAl|s.n.: examene medicale|Medicine||
631|4106|血型|grupă de sânge|grUpă de sÂnge|s.f.: grupe de sânge|Medicine||
632|4107|急诊室|camera de urgență|cAmera de urgEnță|s.f.: camere de urgență|Medicine||
633|4108|重症监护|terapie intensivă|terapIe intensIvă|s.f.: terapii intensive|Medicine||
634|4109|战争法|dreptul războiului|drEptul răzbOiului|s.n.: (fără plural)|Military Science||
635|4110|军事同盟|alianță militară|aliAnță militAră|s.f.: alianțe militare|Military Science||
636|4111|军事工业|industrie militară|indUstrie militAră|s.f.: industrii militare|Military Science||
637|4112|战略核武器|armament nuclear strategic|armamEnt nucleAr stratEgic|s.n.: (fără plural)|Military Science||
638|4113|心理战|război psihologic|răzbOi psiholOgic|s.n.: (fără plural)|Military Science||
639|4114|信息战|război informațional|răzbOi informaționAl|s.n.: (fără plural)|Military Science||
640|4115|网络战|război cibernetic|răzbOi cibernEtic|s.n.: (fără plural)|Military Science||
641|4116|特种部队|forțe speciale|fOrțe specIAle|s.f.pl.: forțe speciale|Military Science||
642|4117|军事训练|instrucție militară|instrUcție militAră|s.f.: instrucții militare|Military Science||
643|4118|军事条约|tratat militar|tratAt militAr|s.n.: tratate militare|Military Science||
644|4119|武装冲突|conflict armat|conflIct armAt|s.n.: conflicte armate|Military Science||
645|4120|维和部队|forțe de menținere a păcii|fOrțe de mențInere a păcII|s.f.pl.: forțe de menținere a păcii|Military Science||
646|4121|军事情报|informații militare|informAții militAre|s.f.pl.: informații militare|Military Science||
647|4122|战略储备|rezervă strategică|rezErvă stratEgică|s.f.: rezerve strategice|Military Science||
648|4123|变革管理|managementul schimbării|managemEntul schimbĂrii|s.n.: (fără plural)|Management||
649|4124|知识管理|managementul cunoașterii|managemEntul cunoAșterii|s.n.: (fără plural)|Management||
650|4125|项目管理|managementul proiectelor|managemEntul proiEctelor|s.n.: (fără plural)|Management||
651|4126|供应商|furnizor|furnizOr|s.m.: furnizori|Management||
652|4127|利润率|marjă de profit|mArjă de prOfit|s.f.: marje de profit|Management||
653|4128|市场份额|cotă de piață|cOtă de piAță|s.f.: cote de piață|Management||
654|4129|商业模式|model de afaceri|modEl de afAceri|s.n.: modele de afaceri|Management||
655|4130|核心竞争力|competență de bază|competEnță de bAză|s.f.: competențe de bază|Management||
656|4131|战略规划|planificare strategică|planificAre stratEgică|s.f.: planificări strategice|Management||
657|4132|组织变革|schimbare organizațională|schimbAre organizaționAlă|s.f.: schimbări organizaționale|Management||
658|4133|运营管理|management operațional|managemEnt operaționAl|s.n.: (fără plural)|Management||
659|4134|财务管理|management financiar|managemEnt financiAr|s.n.: (fără plural)|Management||
660|4135|危机管理|management de criză|managemEnt de crIză|s.n.: (fără plural)|Management||
661|4136|企业社会责任|responsabilitate socială corporativă|responsabilitAte socIAlă corporatIvă|s.f.: (fără plural)|Management||
662|4137|达达主义|dadaism|dadaIsm|s.n.: (fără plural)|Art||
663|4138|野兽派|fauvism|fauvIsm|s.n.: (fără plural)|Art||
664|4139|表现主义|expresionism|expresionIsm|s.n.: (fără plural)|Art||
665|4140|包豪斯|Bauhaus|bauhaus|艺术风格：功能优先，少装饰，强调简洁与实用|Art||
666|4141|艺术装饰|Art Deco|Art dEco|s.n.: (fără plural)|Art||
667|4142|波普艺术|artă pop|Artă pOp|s.f.: (fără plural)|Art||
668|4143|行为艺术|artă performativă|Artă performatIvă|s.f.: arte performative|Art||
669|4144|数字艺术|artă digitală|Artă digitAlă|s.f.: arte digitale|Art||
670|4145|纪录片|documentar|documentAr|s.n.: documentare|Art||
671|4146|音效|efecte sonore|efEcte sonOre|s.n.pl.: efecte sonore|Art||
672|4147|剧本|scenariu|scenAriu|s.n.: scenarii|Art||
673|4148|导演|regizor|regizOr|s.m.: regizori|Art||
674|4149|演员|actor|actOr|s.m.: actori|Art||
675|4150|布景|decor|decOr|s.n.: decoruri|Art||
676|4152|加油站|stație de benzină|stAție de benzInă|s.f.: stații de benzină|Daily Life||
677|4153|停车费|taxă de parcare|tAxă de parcAre|s.f.: taxe de parcare|Daily Life||
678|4158|摩托车|motocicletă|motociclEtă|s.f.: motociclete|Daily Life||
679|4159|交通灯|semafor|semafOr|s.n.: semafoare|Daily Life||
680|4160|人行横道|trecere de pietoni|trecEre de pietOni|s.f.: treceri de pietoni|Daily Life||
681|4163|喷泉|fântână|fântÂnă|s.f.: fântâni|Daily Life||
682|4167|真实性|autenticitate|autenticitAte|s.f.: autenticități|Philosophy||
683|4168|虚构|ficțiune|ficțiUne|s.f.: ficțiuni|Philosophy||
684|4169|永恒|eternitate|eternitAte|s.f.: eternități|Philosophy||
685|4170|偶然性|contingență|contingEnță|s.f.: contingențe|Philosophy||
686|4171|必然性|necesitate|necesitAte|s.f.: necesități|Philosophy||
687|4172|自我|sine|sIne|s.n.: (fără plural)|Philosophy||
688|4173|他者|celălalt|celălAlt|pron.: ceilalți / celelalte|Philosophy||
689|4174|异化|alienare|alienAre|s.f.: alienări|Philosophy||
690|4175|解放|emancipare|emancipAre|s.f.: emancipări|Philosophy||
691|4176|话语|discurs|discUrs|s.n.: discursuri|Philosophy||
692|4177|权力|putere|putEre|s.f.: puteri|Philosophy||
693|4178|平等|egalitate|egalitAte|s.f.: egalități|Philosophy||
694|4179|正义|dreptate|dreptAte|s.f.: dreptăți|Philosophy||
695|4180|经济模型|model economic|modEl economIc|s.n.: modele economice|Economics||
696|4181|价格弹性|elasticitate a prețului|elasticitAte a prețUlui|s.f.: elasticități ale prețului|Economics||
697|4182|边际效益|utilitate marginală|utilitAte marginAlă|s.f.: utilități marginale|Economics||
698|4183|市场失灵|eșec al pieței|eșEc al piEței|s.n.: eșecuri ale pieței|Economics||
699|4184|外部性|externalitate|externalitAte|s.f.: externalități|Economics||
700|4185|公共财货|bun public|bUn pUblic|s.n.: bunuri publice|Economics||
701|4186|信息不对称|asimetrie informațională|asimetrIe informaționAlă|s.f.: asimetrii informaționale|Economics||
702|4187|博弈论|teoria jocurilor|teorIa jocUrilor|s.f.: (fără plural)|Economics||
703|4188|行为经济学|economie comportamentală|economIe comportamentAlă|s.f.: (fără plural)|Economics||
704|4189|发展经济学|economie a dezvoltării|economIe a dezvoltării|s.f.: (fără plural)|Economics||
705|4190|国际贸易|comerț internațional|comErț internaționAl|s.n.: (fără plural)|Economics||
706|4191|外汇储备|rezerve valutare|rezErve valutAre|s.f.pl.: rezerve valutare|Economics||
707|4192|中央银行|bancă centrală|bAncă centrAlă|s.f.: bănci centrale|Economics||
708|4193|货币政策|politică monetară|polItică monetAră|s.f.: politici monetare|Economics||
709|4194|宪法权利|drepturi constituționale|drEpturi constituționAle|s.n.pl.: drepturi constituționale|Law||
710|4195|诉讼时效|termen de prescripție|tErmen de prescripție|s.n.: termene de prescripție|Law||
711|4196|共同犯罪|complicitate|complicitAte|s.f.: complicități|Law||
712|4197|正当防卫|legitimă apărare|legItimă apărAre|s.f.: (fără plural)|Law||
713|4198|强制执行|executare silită|executAre silItă|s.f.: executări silite|Law||
714|4199|不可抗力|forță majoră|fOrță majOră|s.f.: (fără plural)|Law||
715|4200|调查令|mandat de percheziție|mandAt de percheziție|s.n.: mandate de percheziție|Law||
716|4201|国家主权|suveranitate națională|suveranitAte națională|s.f.: suveranități naționale|Law||
717|4202|平等权利|egalitate în drepturi|egalitAte în drEpturi|s.f.: (fără plural)|Law||
718|4203|禁止令|ordin de restricție|OrdIn de restricție|s.n.: ordine de restricție|Law||
719|4204|行政处罚|sancțiune administrativă|sancțiUne administratIvă|s.f.: sancțiuni administrative|Law||
720|4205|继承权|drept de moștenire|drEpt de moștenIre|s.n.: drepturi de moștenire|Law||
721|4206|合同违约|nerespectare a contractului|nerespectAre a contrActului|s.f.: nerespectări ale contractului|Law||
722|4207|司法独立|independența justiției|independEnța justIției|s.f.: (fără plural)|Law||
723|4208|教育哲学|filozofia educației|filozofIa educației|s.f.: (fără plural)|Education||
724|4209|合作学习|învățare colaborativă|învățAre colaboratIvă|s.f.: învățări colaborative|Education||
725|4210|项目式学习|învățare bazată pe proiecte|învățAre bazAtă pe proIecte|s.f.: (fără plural)|Education||
726|4211|反思性学习|învățare reflexivă|învățAre reflexIvă|s.f.: (fără plural)|Education||
727|4212|形成性评估|evaluare formativă|evaluAre formatIvă|s.f.: evaluări formative|Education||
728|4213|总结性评估|evaluare sumativă|evaluAre sumatIvă|s.f.: evaluări sumative|Education||
729|4214|学习成果|rezultat al învățării|rezultAt al învățării|s.n.: rezultate ale învățării|Education||
730|4215|教学策略|strategie didactică|strategIe didactică|s.f.: strategii didactice|Education||
731|4216|课程设计|design curricular|desIgn curriculAr|s.n.: designuri curriculare|Education||
732|4217|教育技术|tehnologie educațională|tehnologIe educaționAlă|s.f.: tehnologii educaționale|Education||
733|4218|学习理论|teorie a învățării|teorIe a învățării|s.f.: teorii ale învățării|Education||
734|4219|评估工具|instrument de evaluare|instrumEnt de evaluAre|s.n.: instrumente de evaluare|Education||
735|4220|差异化教学|predare diferențiată|predAre diferențiAtă|s.f.: predări diferențiate|Education||
736|4221|包容性教育|educație incluzivă|educAție incluzIvă|s.f.: educații incluzive|Education||
737|4222|文学理论|teorie literară|teorIe literAră|s.f.: teorii literare|Literature||
738|4223|互文性|intertextualitate|intertextualitAte|s.f.: (fără plural)|Literature||
739|4224|叙事结构|structură narativă|structUră narativă|s.f.: structuri narative|Literature||
740|4225|作者意图|intenție auctorială|intEnție auctorIAlă|s.f.: intenții auctoriale|Literature||
741|4226|读者反应|receptare a cititorului|receptAre a cititorului|s.f.: receptări ale cititorului|Literature||
742|4228|语境|context|contExt|s.n.: contexte|Literature||
743|4229|语义|semantică|semAntică|s.f.: (fără plural)|Literature||
744|4230|叙事学|naratologie|naratologIe|s.f.: (fără plural)|Literature||
745|4232|意象|imagine poetică|imAgine poEtică|s.f.: imagini poetice|Literature||
746|4233|拟人|personificare|personificAre|s.f.: personificări|Literature||
747|4234|夸张|hiperbolă|hipErbolă|s.f.: hiperbole|Literature||
748|4235|排比|paralelism|paralelIsm|s.n.: paralelisme|Literature||
749|4236|古典时代|Antichitate clasică|antichitAte clAsică|s.f.: (fără plural)|History||
750|4237|拜占庭帝国|Imperiul Bizantin|impEriul bizantIn|s.n.: (fără plural)|History||
751|4238|蒙古帝国|Imperiul Mongol|impEriul mongOl|s.n.: (fără plural)|History||
752|4239|大航海时代|epoca marilor descoperiri geografice|Epoca mArilor descoperIri geografice|s.f.: (fără plural)|History||
753|4240|宗教改革|Reformă religioasă|refOrmă religiOasă|s.f.: reforme religioase|History||
754|4241|法国大革命|Revoluția Franceză|revolUția francEză|s.f.: (fără plural)|History||
755|4242|拿破仑战争|Războaiele napoleoniene|răzbOAiele napoleoniEne|s.n.pl.: (fără plural)|History||
756|4243|第一次世界大战|Primul Război Mondial|prImul răzbOi mondiAl|s.n.: (fără plural)|History||
757|4244|第二次世界大战|Al Doilea Război Mondial|al doIlea răzbOi mondiAl|s.n.: (fără plural)|History||
758|4245|冷战时期|perioada Războiului Rece|periOada răzbOiului rEce|s.f.: (fără plural)|History||
759|4246|去殖民化|decolonizare|decolonizAre|s.f.: (fără plural)|History||
760|4247|后殖民主义|postcolonialism|postcolonialIsm|s.n.: (fără plural)|History||
761|4248|历史修正主义|revizionism istoric|revizionIsm istOric|s.n.: (fără plural)|History||
762|4249|口述历史|istorie orală|istOrie orAlă|s.f.: istorii orale|History||
763|4250|天体物理学|astrofizică|astrofIzică|s.f.: (fără plural)|Science||
764|4251|粒子物理学|fizica particulelor|fIzica particUlelor|s.f.: (fără plural)|Science||
765|4252|凝聚态物理|fizica materiei condensate|fIzica matEriei condensAte|s.f.: (fără plural)|Science||
766|4253|分子生物学|biologie moleculară|biologIe moleculAră|s.f.: (fără plural)|Science||
767|4254|微生物学|microbiologie|microbiologIe|s.f.: (fără plural)|Science||
768|4255|神经科学|neuroștiință|neuroștiInță|s.f.: neuroștiințe|Science||
769|4256|认知科学|știință cognitivă|știInță cognitivă|s.f.: științe cognitive|Science||
770|4257|地球化学|geochimie|geochimIe|s.f.: (fără plural)|Science||
771|4258|海洋学|oceanografie|oceanografIe|s.f.: (fără plural)|Science||
772|4259|气象学|meteorologie|meteorologIe|s.f.: (fără plural)|Science||
773|4260|地震学|seismologie|seismologIe|s.f.: (fără plural)|Science||
774|4261|古生物学|paleontologie|paleontologIe|s.f.: (fără plural)|Science||
775|4262|遗传学|genetică|genEtică|s.f.: (fără plural)|Science||
776|4263|免疫学|imunologie|imunologIe|s.f.: (fără plural)|Science||
777|4264|信号处理|procesare a semnalului|procesAre a semnAlului|s.f.: procesări ale semnalului|Engineering||
778|4265|嵌入式编程|programare încorporată|programAre încorporAtă|s.f.: programări încorporate|Engineering||
779|4266|操作系统|sistem de operare|sistEm de operAre|s.n.: sisteme de operare|Engineering||
780|4267|编译器|compilator|compilatOr|s.n.: compilatoare|Engineering||
781|4268|微处理器|microprocesor|microprocesOr|s.n.: microprocesoare|Engineering||
782|4269|传输协议|protocol de transmisie|protocOl de transmisIe|s.n.: protocoale de transmisie|Engineering||
783|4270|加密|criptare|criptAre|s.f.: criptări|Engineering||
784|4271|防火墙|firewall|fIrewAll|s.n.: firewall-uri|Engineering||
785|4272|服务器|server|sErver|s.n.: servere|Engineering||
786|4273|带宽|lățime de bandă|lățIme de bAndă|s.f.: lățimi de bandă|Engineering||
787|4274|延迟|latență|latEnță|s.f.: latențe|Engineering||
788|4275|冗余|redundanță|redundAnță|s.f.: redundanțe|Engineering||
789|4276|容错|toleranță la erori|tolerAnță la erOri|s.f.: (fără plural)|Engineering||
790|4277|接口|interfață|interfAță|s.f.: interfețe|Engineering||
791|4278|土地利用|utilizare a terenului|utilizAre a terEnului|s.f.: utilizări ale terenului|Agriculture||
792|4279|植物保护|protecție fitosanitară|protEcție fitosanitAră|s.f.: (fără plural)|Agriculture||
793|4280|农业经济学|economie agrară|economIe agrAră|s.f.: (fără plural)|Agriculture||
794|4281|农村发展|dezvoltare rurală|dezvoltAre rurAlă|s.f.: (fără plural)|Agriculture||
795|4282|食品加工|procesare alimentară|procesAre alimentAră|s.f.: procesări alimentare|Agriculture||
796|4283|食品安全|siguranță alimentară|siguranță alimentAră|s.f.: (fără plural)|Agriculture||
797|4284|农业补贴|subvenție agricolă|subvEnție agrIcolă|s.f.: subvenții agricole|Agriculture||
798|4285|耕地退化|degradare a terenului agricol|degradAre a terEnului agrIcol|s.f.: degradări ale terenului agricol|Agriculture||
799|4286|水资源管理|managementul apei|managemEntul Apei|s.n.: (fără plural)|Agriculture||
800|4287|粮食储备|rezervă de alimente|rezErvă de alimEnte|s.f.: rezerve de alimente|Agriculture||
801|4288|农业出口|export agricol|expOrt agrIcol|s.n.: exporturi agricole|Agriculture||
802|4289|农业技术|tehnologie agricolă|tehnologIe agrIcolă|s.f.: tehnologii agricole|Agriculture||
803|4290|作物产量|randament al culturii|randamEnt al cultUrii|s.n.: randamente ale culturii|Agriculture||
804|4291|土地所有权|proprietate funciară|proprietAte funciAră|s.f.: proprietăți funciare|Agriculture||
805|4292|再生医学|medicină regenerativă|medicInă regeneratIvă|s.f.: (fără plural)|Medicine||
806|4293|精准医学|medicină de precizie|medicInă de preciZIe|s.f.: (fără plural)|Medicine||
807|4294|远程医疗|telemedicină|telemedIcInă|s.f.: (fără plural)|Medicine||
808|4295|医疗伦理|bioetică|bioEtică|s.f.: bioetici|Medicine||
809|4296|姑息治疗|îngrijire paliativă|îngrijIre paliAtivă|s.f.: îngrijiri paliative|Medicine||
810|4297|预防医学|medicină preventivă|medicInă preventIvă|s.f.: (fără plural)|Medicine||
811|4298|流行病|epidemie|epidEmIe|s.f.: epidemii|Medicine||
812|4299|大流行病|pandemie|pandemIe|s.f.: pandemii|Medicine||
813|4300|地方病|boală endemică|boAlă endEmică|s.f.: boli endemice|Medicine||
814|4301|营养学|nutriție|nutrițIe|s.f.: (fără plural)|Medicine||
815|4302|毒理学|toxicologie|toxicologIe|s.f.: (fără plural)|Medicine||
816|4303|病理学|patologie|patologIe|s.f.: patologii|Medicine||
817|4304|生理学|fiziologie|fiziologIe|s.f.: (fără plural)|Medicine||
818|4305|药理学|farmacologie|farmacologIe|s.f.: (fără plural)|Medicine||
819|4306|反恐|antiterorism|antiterorIsm|s.n.: (fără plural)|Military Science||
820|4307|反叛乱|contrainsurgență|contrainsurgEnță|s.f.: (fără plural)|Military Science||
821|4308|战区|teatru de operațiuni|tEAtru de operațiUni|s.n.: teatre de operațiuni|Military Science||
822|4309|军事外交|diplomație militară|diplomAție militAră|s.f.: (fără plural)|Military Science||
823|4310|防御工事|lucrări de apărare|lucrAri de apărAre|s.f.pl.: lucrări de apărare|Military Science||
824|4311|军事演习|exercițiu militar|exercIțiu militAr|s.n.: exerciții militare|Military Science||
